,noise_rate,alpha,success,performance,drift_name
148,0.05,0.001,False,1500,abrupt_concept_drift_noisy05
149,0.05,0.001,False,2100,abrupt_covariate_noisy05
150,0.05,0.001,True,31,gradual_concept_drift_noisy05
151,0.05,0.001,False,-1,nodrift_noisy05
152,0.05,0.000802,True,22,stagger_short_noisy05
153,0.05,0.000802,True,2,sine1_short_noisy05
154,0.05,0.000802,True,30,sine2_short_noisy05
155,0.05,0.000802,False,2000,smooth_concept_drift_noisy05
156,0.05,0.000802,False,1500,abrupt_concept_drift_noisy05
157,0.05,0.000802,False,2100,abrupt_covariate_noisy05
158,0.05,0.000802,True,27,gradual_concept_drift_noisy05
159,0.05,0.000802,False,-1,nodrift_noisy05
160,0.05,0.000604,True,19,stagger_short_noisy05
161,0.05,0.000604,True,32,sine1_short_noisy05
162,0.05,0.000604,True,20,sine2_short_noisy05
163,0.05,0.000604,False,2000,smooth_concept_drift_noisy05
164,0.05,0.000604,True,531,abrupt_concept_drift_noisy05
165,0.05,0.000604,False,2100,abrupt_covariate_noisy05
166,0.05,0.000604,True,36,gradual_concept_drift_noisy05
167,0.05,0.000604,False,-1,nodrift_noisy05
168,0.05,0.0004060000000000001,True,21,stagger_short_noisy05
169,0.05,0.0004060000000000001,True,23,sine1_short_noisy05
170,0.05,0.0004060000000000001,True,24,sine2_short_noisy05
171,0.05,0.0004060000000000001,True,994,smooth_concept_drift_noisy05
172,0.05,0.0004060000000000001,True,249,abrupt_concept_drift_noisy05
173,0.05,0.0004060000000000001,True,394,abrupt_covariate_noisy05
174,0.05,0.0004060000000000001,True,30,gradual_concept_drift_noisy05
175,0.05,0.0004060000000000001,False,-1,nodrift_noisy05
176,0.05,0.00020800000000000007,False,4000,stagger_short_noisy05
177,0.05,0.00020800000000000007,True,25,sine1_short_noisy05
178,0.05,0.00020800000000000007,True,17,sine2_short_noisy05
179,0.05,0.00020800000000000007,False,2000,smooth_concept_drift_noisy05
180,0.05,0.00020800000000000007,False,1500,abrupt_concept_drift_noisy05
181,0.05,0.00020800000000000007,False,2100,abrupt_covariate_noisy05
